order_id,customer_id,full_name,phone_number,country_code,city,product_id,product_name,category,quantity,unit_price,amount,payment_mode,order_date,order_time,customer_signup_date,source_row_valid_hint,normalized_country_code,normalized_phone,normalized_order_date,normalized_order_time,validation_status,validation_reason
ORD000079,474303,Akarsh Doctor,7336225326,IN,Ahmedabad,P1002,Smart Watch,Electronics,2,3645,7290,UPI,30-10-2023,05:12:08,2025-01-01,VALID,IN,7336225326,2023-10-30,05:12:08,VALID,
ORD000276,450778,Anaya Balay,46604095,SG,Chennai,P1004,Office Chair,Home & Office,3,3950,11850,CASH,18/02/2024,04:46:01,2025-03-16,VALID,SG,46604095,2024-02-18,04:46:01,VALID,
ORD000248,792740,Rhea Deol,8383211590,IN,Hyderabad,P1010,Fitness Band,Electronics,3,2351,7053,WALLET,09-07-2024,01:05,2025-03-17,VALID,IN,8383211590,2024-07-09,01:05:00,VALID,
ORD000056,143476,Pari Dutta,9929530775,IN,Hyderabad,P1005,Mechanical Keyboard,Electronics,2,3633,7266,NETBANKING,2023-06-05,09:05,2023-12-04,VALID,IN,9929530775,2023-06-05,09:05:00,VALID,
ORD000266,156259,Hrishita Gopal,7344359134,IN,Delhi,P1005,Mechanical Keyboard,Electronics,1,3393,3393,NETBANKING,25/09/2024,12:02:25,2024-08-28,VALID,IN,7344359134,2024-09-25,12:02:25,VALID,
ORD000204,957068,Keya Devan,66995835,SG,Hyderabad,P1006,Water Bottle,Lifestyle,5,448,2240,PAYNOW,17/11/2023,12:37:07,2024-12-21,VALID,SG,66995835,2023-11-17,12:37:07,VALID,
ORD000043,890029,Taran Loyal,8003140074,IN,Ahmedabad,P1010,Fitness Band,Electronics,1,2250,2250,WALLET,24-09-2023,14:20:21,2025-03-20,VALID,IN,8003140074,2023-09-24,14:20:21,VALID,
ORD000151,682461,Reyansh Shan,7230468901,IN,Delhi,P1010,Fitness Band,Electronics,4,1974,7896,NETBANKING,01-11-2023,22:45:31,2024-10-14,VALID,IN,7230468901,2023-11-01,22:45:31,VALID,
ORD000117,851249,Manjari Batta,8669084740,IN,Pune,P1005,Mechanical Keyboard,Electronics,1,2674,2674,NETBANKING,06-04-2024,13:03:25,2025-04-14,VALID,IN,8669084740,2024-04-06,13:03:25,VALID,
ORD000209,213392,Raunak Kara,63598326,SG,Bangalore,P1003,Bluetooth Speaker,Electronics,1,1604,1604,WALLET,02/10/2023,11:34,2024-01-01,VALID,SG,63598326,2023-10-02,11:34:00,VALID,
ORD000269,941318,Reyansh Som,9420268308,IN,Hyderabad,P1008,Backpack,Fashion,3,1698,5094,WALLET,02-06-2024,16:56,2025-03-26,VALID,IN,9420268308,2024-06-02,16:56:00,VALID,
ORD000166,952431,Kimaya Chakraborty,8467655445,IN,Chennai,P1008,Backpack,Fashion,1,949,949,UPI,06-03-2024,12:28:55,2024-03-28,VALID,IN,8467655445,2024-03-06,12:28:55,VALID,
ORD000375,979322,Heer Deo,9752956189,IN,Delhi,P1005,Mechanical Keyboard,Electronics,5,3029,15145,NETBANKING,2023-05-30,12:04:34,2025-03-22,VALID,IN,9752956189,2023-05-30,12:04:34,VALID,
ORD000275,450778,Anaya Balay,9646604095,IN,Chennai,P1009,LED Lamp,Home & Office,2,694,1388,WALLET,17-10-2024,08:41:45,2025-03-16,VALID,IN,9646604095,2024-10-17,08:41:45,VALID,
ORD000125,224232,Divyansh Tripathi,8647981998,IN,Mumbai,P1005,Mechanical Keyboard,Electronics,4,2849,11396,CASH,23-03-2024,12:21:11,2025-03-22,VALID,IN,8647981998,2024-03-23,12:21:11,VALID,
ORD000272,775342,Hiran Seshadri,7551443940,IN,Hyderabad,P1005,Mechanical Keyboard,Electronics,1,2311,2311,UPI,2024-10-24,08:41,2025-04-08,VALID,IN,7551443940,2024-10-24,08:41:00,VALID,
ORD000334,245367,Priyansh Chawla,98272878,SG,Ahmedabad,P1009,LED Lamp,Home & Office,1,997,997,PAYNOW,13-05-2024,00:32,2023-04-28,VALID,SG,98272878,2024-05-13,00:32:00,VALID,
ORD000016,269218,Shlok Gola,7394687208,IN,Ahmedabad,P1002,Smart Watch,Electronics,4,2460,9840,UPI,31/10/2024,12:46,2023-06-13,VALID,IN,7394687208,2024-10-31,12:46:00,VALID,
ORD000348,134669,Vedika Dube,7409997269,IN,Chennai,P1003,Bluetooth Speaker,Electronics,3,1986,5958,NETBANKING,04/02/2023,22:14,2024-01-18,VALID,IN,7409997269,2023-02-04,22:14:00,VALID,
ORD000001,251212,Shanaya Madan,32867654,SG,Chennai,P1002,Smart Watch,Electronics,3,3394,10182,CARD,2024-07-12,01:01,2023-04-21,VALID,SG,32867654,2024-07-12,01:01:00,VALID,
ORD000114,753630,Rati Bumb,9742050442,IN,Chennai,P1010,Fitness Band,Electronics,5,2268,11340,CARD,17-09-2024,14:14,2025-04-11,VALID,IN,9742050442,2024-09-17,14:14:00,VALID,
